,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
349,2021-01-04T23:00:00-00:00,2021-01-05T00:00:00-00:00,2021-01-04,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,10.68023,14
350,2021-01-04T23:00:00-00:00,2021-01-05T00:00:00-00:00,2021-01-04,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,32.7656,15
351,2021-01-04T23:00:00-00:00,2021-01-05T00:00:00-00:00,2021-01-04,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.14417,16
352,2021-01-05T00:00:00-00:00,2021-01-05T01:00:00-00:00,2021-01-04,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,41.26677,13
353,2021-01-05T00:00:00-00:00,2021-01-05T01:00:00-00:00,2021-01-04,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
354,2021-01-05T00:00:00-00:00,2021-01-05T01:00:00-00:00,2021-01-04,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,41.32463,15
355,2021-01-05T00:00:00-00:00,2021-01-05T01:00:00-00:00,2021-01-04,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.05785,16
356,2021-01-05T01:00:00-00:00,2021-01-05T02:00:00-00:00,2021-01-04,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,63.25483,13
357,2021-01-05T01:00:00-00:00,2021-01-05T02:00:00-00:00,2021-01-04,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
358,2021-01-05T01:00:00-00:00,2021-01-05T02:00:00-00:00,2021-01-04,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,63.02793,15
359,2021-01-05T01:00:00-00:00,2021-01-05T02:00:00-00:00,2021-01-04,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.2269,16
360,2021-01-05T02:00:00-00:00,2021-01-05T03:00:00-00:00,2021-01-04,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,65.02469,13
361,2021-01-05T02:00:00-00:00,2021-01-05T03:00:00-00:00,2021-01-04,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
362,2021-01-05T02:00:00-00:00,2021-01-05T03:00:00-00:00,2021-01-04,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,64.41915,15
363,2021-01-05T02:00:00-00:00,2021-01-05T03:00:00-00:00,2021-01-04,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.60554,16
364,2021-01-05T03:00:00-00:00,2021-01-05T04:00:00-00:00,2021-01-04,20,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,51.2788,13
365,2021-01-05T03:00:00-00:00,2021-01-05T04:00:00-00:00,2021-01-04,20,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
366,2021-01-05T03:00:00-00:00,2021-01-05T04:00:00-00:00,2021-01-04,20,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,50.90718,15
367,2021-01-05T03:00:00-00:00,2021-01-05T04:00:00-00:00,2021-01-04,20,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.37162,16
368,2021-01-05T04:00:00-00:00,2021-01-05T05:00:00-00:00,2021-01-04,21,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,47.15887,13
369,2021-01-05T04:00:00-00:00,2021-01-05T05:00:00-00:00,2021-01-04,21,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
370,2021-01-05T04:00:00-00:00,2021-01-05T05:00:00-00:00,2021-01-04,21,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,46.91958,15
371,2021-01-05T04:00:00-00:00,2021-01-05T05:00:00-00:00,2021-01-04,21,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.23929,16
372,2021-01-05T05:00:00-00:00,2021-01-05T06:00:00-00:00,2021-01-04,22,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,40.83033,13
373,2021-01-05T05:00:00-00:00,2021-01-05T06:00:00-00:00,2021-01-04,22,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.10865,14
374,2021-01-05T05:00:00-00:00,2021-01-05T06:00:00-00:00,2021-01-04,22,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,40.0528,15
375,2021-01-05T05:00:00-00:00,2021-01-05T06:00:00-00:00,2021-01-04,22,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.66888,16
376,2021-01-05T06:00:00-00:00,2021-01-05T07:00:00-00:00,2021-01-04,23,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,35.58243,13
377,2021-01-05T06:00:00-00:00,2021-01-05T07:00:00-00:00,2021-01-04,23,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
378,2021-01-05T06:00:00-00:00,2021-01-05T07:00:00-00:00,2021-01-04,23,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,34.85057,15
379,2021-01-05T06:00:00-00:00,2021-01-05T07:00:00-00:00,2021-01-04,23,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.73186,16
380,2021-01-05T07:00:00-00:00,2021-01-05T08:00:00-00:00,2021-01-04,24,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,33.35856,13
381,2021-01-05T07:00:00-00:00,2021-01-05T08:00:00-00:00,2021-01-04,24,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,14
382,2021-01-05T07:00:00-00:00,2021-01-05T08:00:00-00:00,2021-01-04,24,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,32.70447,15
383,2021-01-05T07:00:00-00:00,2021-01-05T08:00:00-00:00,2021-01-04,24,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.65409,16
384,2021-01-05T08:00:00-00:00,2021-01-05T09:00:00-00:00,2021-01-05,1,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,29.72412,17
385,2021-01-05T08:00:00-00:00,2021-01-05T09:00:00-00:00,2021-01-05,1,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
386,2021-01-05T08:00:00-00:00,2021-01-05T09:00:00-00:00,2021-01-05,1,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,29.00763,19
387,2021-01-05T08:00:00-00:00,2021-01-05T09:00:00-00:00,2021-01-05,1,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.71649,20
388,2021-01-05T09:00:00-00:00,2021-01-05T10:00:00-00:00,2021-01-05,2,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,28.77712,17
389,2021-01-05T09:00:00-00:00,2021-01-05T10:00:00-00:00,2021-01-05,2,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
390,2021-01-05T09:00:00-00:00,2021-01-05T10:00:00-00:00,2021-01-05,2,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,28.0862,19
391,2021-01-05T09:00:00-00:00,2021-01-05T10:00:00-00:00,2021-01-05,2,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.69092,20
392,2021-01-05T10:00:00-00:00,2021-01-05T11:00:00-00:00,2021-01-05,3,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,27.65825,17
393,2021-01-05T10:00:00-00:00,2021-01-05T11:00:00-00:00,2021-01-05,3,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
394,2021-01-05T10:00:00-00:00,2021-01-05T11:00:00-00:00,2021-01-05,3,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,27.0021,19
395,2021-01-05T10:00:00-00:00,2021-01-05T11:00:00-00:00,2021-01-05,3,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.65615,20
396,2021-01-05T11:00:00-00:00,2021-01-05T12:00:00-00:00,2021-01-05,4,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,27.88134,17
397,2021-01-05T11:00:00-00:00,2021-01-05T12:00:00-00:00,2021-01-05,4,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
398,2021-01-05T11:00:00-00:00,2021-01-05T12:00:00-00:00,2021-01-05,4,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,27.19335,19
399,2021-01-05T11:00:00-00:00,2021-01-05T12:00:00-00:00,2021-01-05,4,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.68799,20
400,2021-01-05T12:00:00-00:00,2021-01-05T13:00:00-00:00,2021-01-05,5,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,28.95999,17
401,2021-01-05T12:00:00-00:00,2021-01-05T13:00:00-00:00,2021-01-05,5,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
402,2021-01-05T12:00:00-00:00,2021-01-05T13:00:00-00:00,2021-01-05,5,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,28.13835,19
403,2021-01-05T12:00:00-00:00,2021-01-05T13:00:00-00:00,2021-01-05,5,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.82164,20
404,2021-01-05T13:00:00-00:00,2021-01-05T14:00:00-00:00,2021-01-05,6,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,32.90756,17
405,2021-01-05T13:00:00-00:00,2021-01-05T14:00:00-00:00,2021-01-05,6,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
406,2021-01-05T13:00:00-00:00,2021-01-05T14:00:00-00:00,2021-01-05,6,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,31.97082,19
407,2021-01-05T13:00:00-00:00,2021-01-05T14:00:00-00:00,2021-01-05,6,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.93674,20
408,2021-01-05T14:00:00-00:00,2021-01-05T15:00:00-00:00,2021-01-05,7,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,43.02818,17
409,2021-01-05T14:00:00-00:00,2021-01-05T15:00:00-00:00,2021-01-05,7,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.09929,18
410,2021-01-05T14:00:00-00:00,2021-01-05T15:00:00-00:00,2021-01-05,7,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,42.06653,19
411,2021-01-05T14:00:00-00:00,2021-01-05T15:00:00-00:00,2021-01-05,7,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.86236,20
412,2021-01-05T15:00:00-00:00,2021-01-05T16:00:00-00:00,2021-01-05,8,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,53.43539,17
413,2021-01-05T15:00:00-00:00,2021-01-05T16:00:00-00:00,2021-01-05,8,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,1.08025,18
414,2021-01-05T15:00:00-00:00,2021-01-05T16:00:00-00:00,2021-01-05,8,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,51.64757,19
415,2021-01-05T15:00:00-00:00,2021-01-05T16:00:00-00:00,2021-01-05,8,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.70757,20
416,2021-01-05T16:00:00-00:00,2021-01-05T17:00:00-00:00,2021-01-05,9,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,33.8157,17
417,2021-01-05T16:00:00-00:00,2021-01-05T17:00:00-00:00,2021-01-05,9,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.22335,18
418,2021-01-05T16:00:00-00:00,2021-01-05T17:00:00-00:00,2021-01-05,9,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,33.64282,19
419,2021-01-05T16:00:00-00:00,2021-01-05T17:00:00-00:00,2021-01-05,9,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.05046,20
420,2021-01-05T17:00:00-00:00,2021-01-05T18:00:00-00:00,2021-01-05,10,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,27.67504,17
421,2021-01-05T17:00:00-00:00,2021-01-05T18:00:00-00:00,2021-01-05,10,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.08968,18
422,2021-01-05T17:00:00-00:00,2021-01-05T18:00:00-00:00,2021-01-05,10,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,28.09958,19
423,2021-01-05T17:00:00-00:00,2021-01-05T18:00:00-00:00,2021-01-05,10,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.51422,20
424,2021-01-05T18:00:00-00:00,2021-01-05T19:00:00-00:00,2021-01-05,11,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,24.45439,17
425,2021-01-05T18:00:00-00:00,2021-01-05T19:00:00-00:00,2021-01-05,11,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
426,2021-01-05T18:00:00-00:00,2021-01-05T19:00:00-00:00,2021-01-05,11,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,25.18475,19
427,2021-01-05T18:00:00-00:00,2021-01-05T19:00:00-00:00,2021-01-05,11,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.73036,20
428,2021-01-05T19:00:00-00:00,2021-01-05T20:00:00-00:00,2021-01-05,12,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,23.33163,17
429,2021-01-05T19:00:00-00:00,2021-01-05T20:00:00-00:00,2021-01-05,12,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
430,2021-01-05T19:00:00-00:00,2021-01-05T20:00:00-00:00,2021-01-05,12,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,24.05322,19
431,2021-01-05T19:00:00-00:00,2021-01-05T20:00:00-00:00,2021-01-05,12,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.7216,20
432,2021-01-05T20:00:00-00:00,2021-01-05T21:00:00-00:00,2021-01-05,13,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,22.08696,17
433,2021-01-05T20:00:00-00:00,2021-01-05T21:00:00-00:00,2021-01-05,13,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
434,2021-01-05T20:00:00-00:00,2021-01-05T21:00:00-00:00,2021-01-05,13,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,22.81004,19
435,2021-01-05T20:00:00-00:00,2021-01-05T21:00:00-00:00,2021-01-05,13,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.72308,20
436,2021-01-05T21:00:00-00:00,2021-01-05T22:00:00-00:00,2021-01-05,14,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,22.58034,17
437,2021-01-05T21:00:00-00:00,2021-01-05T22:00:00-00:00,2021-01-05,14,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
438,2021-01-05T21:00:00-00:00,2021-01-05T22:00:00-00:00,2021-01-05,14,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,23.33644,19
439,2021-01-05T21:00:00-00:00,2021-01-05T22:00:00-00:00,2021-01-05,14,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.7561,20
440,2021-01-05T22:00:00-00:00,2021-01-05T23:00:00-00:00,2021-01-05,15,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,26.05798,17
441,2021-01-05T22:00:00-00:00,2021-01-05T23:00:00-00:00,2021-01-05,15,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.0,18
442,2021-01-05T22:00:00-00:00,2021-01-05T23:00:00-00:00,2021-01-05,15,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,26.69875,19
443,2021-01-05T22:00:00-00:00,2021-01-05T23:00:00-00:00,2021-01-05,15,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.64077,20
444,2021-01-05T23:00:00-00:00,2021-01-06T00:00:00-00:00,2021-01-05,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,39.83065,17
445,2021-01-05T23:00:00-00:00,2021-01-06T00:00:00-00:00,2021-01-05,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,1.24617,18
446,2021-01-05T23:00:00-00:00,2021-01-06T00:00:00-00:00,2021-01-05,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,39.01757,19
447,2021-01-05T23:00:00-00:00,2021-01-06T00:00:00-00:00,2021-01-05,16,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,-0.4331,20
448,2021-01-06T00:00:00-00:00,2021-01-06T01:00:00-00:00,2021-01-05,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,46.92499,17
449,2021-01-06T00:00:00-00:00,2021-01-06T01:00:00-00:00,2021-01-05,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,0.65367,18
450,2021-01-06T00:00:00-00:00,2021-01-06T01:00:00-00:00,2021-01-05,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,46.27132,19
451,2021-01-06T00:00:00-00:00,2021-01-06T01:00:00-00:00,2021-01-05,17,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.0,20
452,2021-01-06T01:00:00-00:00,2021-01-06T02:00:00-00:00,2021-01-05,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,71.1051,17
453,2021-01-06T01:00:00-00:00,2021-01-06T02:00:00-00:00,2021-01-05,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,2.66396,18
454,2021-01-06T01:00:00-00:00,2021-01-06T02:00:00-00:00,2021-01-05,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,68.13454,19
455,2021-01-06T01:00:00-00:00,2021-01-06T02:00:00-00:00,2021-01-05,18,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.30661,20
456,2021-01-06T02:00:00-00:00,2021-01-06T03:00:00-00:00,2021-01-05,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,64.70257,17
457,2021-01-06T02:00:00-00:00,2021-01-06T03:00:00-00:00,2021-01-05,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCC,LMP_CONG_PRC,KERMAN_6_N001,ALL,1,2.04252,18
458,2021-01-06T02:00:00-00:00,2021-01-06T03:00:00-00:00,2021-01-05,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCE,LMP_ENE_PRC,KERMAN_6_N001,ALL,1,62.02123,19
459,2021-01-06T02:00:00-00:00,2021-01-06T03:00:00-00:00,2021-01-05,19,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,MCL,LMP_LOSS_PRC,KERMAN_6_N001,ALL,1,0.63882,20
460,2021-01-06T03:00:00-00:00,2021-01-06T04:00:00-00:00,2021-01-05,20,0,KERMAN_6_N001,KERMAN_6_N001,KERMAN_6_N001,DAM,LMP,LMP_PRC,KERMAN_6_N001,ALL,1,55.32657,17
